"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","REGION","lon","lat"
"10676",10677,"CERTIFIED","STELLAR SOFTWARE NETWORK, INC","TECHNICAL","JAVA DEVELOPER","Y",58531,2014,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"10677",10678,"CERTIFIED","GRID DYNAMICS INTERNATIONAL, INC.","TECHNICAL","GRID ARCHITECT","Y",73861,2014,"MENLO PARK, CALIFORNIA"," WEST",-122.1817252,37.4529598
"10678",10679,"CERTIFIED","PAYSYS INTERNATIONAL, INC.","TECHNICAL","CONSULTANT BUSINESS SYSTEMS","Y",88878,2014,"MAITLAND, FLORIDA"," SOUTH",-81.3631244,28.6277767
"10679",10680,"CERTIFIED","INSPIRAGE LLC","TECHNICAL","SENIOR CONSULTING MANAGER","Y",121306,2014,"BELLEVUE, WASHINGTON"," WEST",-122.2015159,47.6101497
"10680",10681,"CERTIFIED","HCL GLOBAL SYSTEMS INC","TECHNICAL","SR.PROGRAMMER ANALYST","Y",87089.6,2014,"PENNINGTON, NEW JERSEY"," NORTH EAST",-74.790718,40.3284402
"10681",10682,"CERTIFIED","FAR SOUTHEAST FAMILY STRENGTHENING COLLABORATIVE,","NON-TECHNICAL","STAFF ACCOUNTANT","Y",53497.6,2014,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"10682",10683,"CERTIFIED","SYSTEMS IN MOTION, LLC","TECHNICAL","BPM CONSULTANT","Y",92206,2014,"ANN ARBOR, MICHIGAN"," MID WEST",-83.7430378,42.2808256
"10683",10684,"CERTIFIED","HOWARD HUGHES MEDICAL INSTITUTE","NON-TECHNICAL","RESEARCH SPECIALIST","Y",43472,2014,"NEW HAVEN, CONNECTICUT"," NORTH EAST",-72.9278835,41.308274
"10684",10685,"CERTIFIED","CLEAR THOUGHT SOLUTIONS LLC","TECHNICAL","SYSTEMS ANALYST","Y",53622,2014,"TALLAHASSEE, FLORIDA"," SOUTH",-84.2807329,30.4382559
"10685",10686,"CERTIFIED","AMBA SYSTEMS","TECHNICAL","SYSTEMS ANALYST","Y",79269,2014,"SANTA CLARA, CALIFORNIA"," WEST",-121.9552356,37.3541079
"10686",10687,"CERTIFIED","CAPGEMINI U.S. LLC","TECHNICAL","SENIOR CONSULTANT/FUNCTIONAL SYSTEMS ANALYST","Y",90168,2014,"BLOOMFIELD, NEW JERSEY"," NORTH EAST",-74.1854209,40.8067546
"10687",10688,"CERTIFIED","ALLINA HEALTH SYSTEM","NON-TECHNICAL","GENERAL SURGEON PHYSICIAN","Y",126183,2014,"INVER GROVE HEIGHTS, MINNESOTA"," MID WEST",-93.0427153,44.8480218
"10688",10690,"CERTIFIED","QUICKLOGIX LLC","NON-TECHNICAL","CEO","Y",187200,2016,"SANTA CLARA, CALIFORNIA"," WEST",-121.9552356,37.3541079
"10689",10691,"CERTIFIED","MCCHRYSTAL GROUP, LLC","NON-TECHNICAL","PRESIDENT, NORTHEAST REGION","Y",241842,2016,"ALEXANDRIA, VIRGINIA"," SOUTH",-77.0469214,38.8048355
"10690",10692,"CERTIFIED","LOMICS, LLC","NON-TECHNICAL","CEO","Y",99986,2016,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"10691",10693,"CERTIFIED","UC UNIVERSITY HIGH SCHOOL EDUCATION INC.","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",99986,2016,"CHULA VISTA, CALIFORNIA"," WEST",-117.0841955,32.6400541
"10692",10694,"CERTIFIED","QUICKLOGIX, INC.","NON-TECHNICAL","CEO","Y",187200,2016,"SANTA CLARA, CALIFORNIA"," WEST",-121.9552356,37.3541079
"10693",10695,"CERTIFIED","HELLO INC.","NON-TECHNICAL","CHIEF BUSINESS OFFICER","Y",215862,2016,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"10694",10696,"CERTIFIED","UMBEL CORP","NON-TECHNICAL","VICE PRESIDENT OF ENGINEERING","Y",192088,2016,"AUSTIN, TEXAS"," SOUTH",-97.7430608,30.267153
"10695",10697,"CERTIFIED","PERSPECTIVES OF FREEDOM FOUNDATION, INC","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",95295.98,2016,"WESTON, FLORIDA"," SOUTH",-80.3997748,26.1003654
"10696",10698,"CERTIFIED","GTH INC.","NON-TECHNICAL","VICE PRESIDENT, BUSINESS DEVELOPMENT","Y",149594,2016,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"10697",10699,"CERTIFIED","THE KRAFT HEINZ COMPANY","NON-TECHNICAL","HEAD OF US SALES","Y",226699,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10698",10700,"CERTIFIED","REGED, INC.","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",187200,2016,"MORRISVILLE, NORTH CAROLINA","SOUTH",-78.8255621,35.823483
"10699",10701,"CERTIFIED","VMS COMMUNICATIONS LLC","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",159370,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10700",10702,"CERTIFIED","FINLAY EXTRACTS & INGREDIENTS USA, INC.","NON-TECHNICAL","VICE PRESIDENT OF OPERATIONS","Y",98550,2016,"LINCOLN, RHODE ISLAND"," NORTH EAST",-71.4418101,41.9110123
"10701",10703,"CERTIFIED","LABEL INSIGHT","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",130853,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10702",10704,"CERTIFIED","INN AT THE WICKLIFFE LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","N",52416,2016,"WICKLIFFE, OHIO"," MID WEST",-81.4534492,41.6053266
"10703",10705,"CERTIFIED","DURHAM SCHOOL SERVICES, LP","NON-TECHNICAL","VICE PRESIDENT, FINANCE AND OPERATIONS ANALYSIS","Y",130853,2016,"WARRENVILLE, ILLINOIS"," MID WEST",-88.1734021,41.817807
"10704",10706,"CERTIFIED","CB LANSING 300 LLP","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",89107,2016,"LANSING, MICHIGAN"," MID WEST",-84.5555347,42.732535
"10705",10707,"CERTIFIED","SOFTTEK INTEGRATION SYSTEMS, INC.","NON-TECHNICAL","ACCOUNT DIRECTOR","Y",130853,2016,"NORTHBROOK, ILLINOIS"," MID WEST",-87.8289548,42.1275267
"10706",10708,"CERTIFIED","SPARITY, INC.","NON-TECHNICAL","TECHNICAL DIRECTOR","Y",102190,2016,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"10707",10709,"CERTIFIED","ADCONION DIRECT, INC.","NON-TECHNICAL","VICE PRESIDENT OF OPERATIONS","Y",197683,2016,"SOLANA BEACH, CALIFORNIA"," WEST",-117.2711481,32.991155
"10708",10710,"CERTIFIED","MAVENCARE US INC.","NON-TECHNICAL","SVP BUSINESS OPERATIONS AND DEVELOPMENT","Y",122179,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10710",10712,"CERTIFIED","MED ADVANTAGE LLC","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",187200,2016,"BLOOMFIELD, NEW JERSEY"," NORTH EAST",-74.1854209,40.8067546
"10711",10713,"CERTIFIED","STRATEGISM, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",155459.2,2016,"FREMONT, CALIFORNIA"," WEST",-121.9885719,37.5482697
"10712",10714,"CERTIFIED","RANCHO LA PUERTA LLC","NON-TECHNICAL","PRESIDENT","Y",197683.2,2016,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"10713",10715,"CERTIFIED","SPRING BRANCH COMMUNITY HEALTH CENTER","NON-TECHNICAL","CHIEF MEDICAL OFFICER","Y",187200,2016,"KATY, TEXAS"," SOUTH",-95.8243956,29.7857853
"10714",10716,"CERTIFIED","SPRING BRANCH COMMUNITY HEALTH CENTER","NON-TECHNICAL","CHIEF MEDICAL OFFICER","Y",187200,2016,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"10715",10717,"CERTIFIED","PAXTERRA SOLUTIONS, INC.","NON-TECHNICAL","ASSISTANT VICE PRESIDENT, BUSINESS DEVELOPMENT","Y",102190,2016,"JOHNS CREEK, GEORGIA"," SOUTH",-84.198579,34.0289259
"10716",10718,"CERTIFIED","PARALLELS, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"RENTON, WASHINGTON"," WEST",-122.2170661,47.4828776
"10719",10721,"CERTIFIED","STRATEGISM, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",155459.2,2016,"FREMONT, CALIFORNIA"," WEST",-121.9885719,37.5482697
"10721",10723,"CERTIFIED","PRONTO GENERAL AGENCY, LTD.","NON-TECHNICAL","PRESIDENT","Y",161179,2016,"BROWNSVILLE, TEXAS"," SOUTH",-97.4974838,25.9017472
"10722",10724,"CERTIFIED","CENTRAL OCEANS USA LLC","NON-TECHNICAL","PRESIDENT & CHIEF EXECUTIVE OFFICER","Y",187075,2016,"CHARLOTTESVILLE, VIRGINIA"," SOUTH",-78.4766781,38.0293059
"10723",10725,"CERTIFIED","SENSORHOUND, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER AND RESEARCH SCIENTIST","Y",76752,2016,"WEST LAFAYETTE, INDIANA"," MID WEST",-86.9080655,40.4258686
"10724",10726,"CERTIFIED","UNDER ARMOUR, INC.","NON-TECHNICAL","SR. DIRECTOR, BUSINESS PERFORMANCE MANAGEMENT","Y",137966,2016,"BALTIMORE, MARYLAND"," SOUTH",-76.6121893,39.2903848
"10725",10727,"CERTIFIED","MAX PLANCK FLORIDA CORPORATION","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",187200,2016,"JUPITER, FLORIDA"," SOUTH",-80.0942087,26.9342246
"10726",10728,"CERTIFIED","MAX PLANCK FLORIDA CORPORATION","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",226616,2016,"JUPITER, FLORIDA"," SOUTH",-80.0942087,26.9342246
"10727",10729,"CERTIFIED","FISERV AUTOMOTIVE SOLUTIONS, INC.","NON-TECHNICAL","PRESIDENT, LENDING SOLUTIONS","Y",221541,2016,"LAKE MARY, FLORIDA"," SOUTH",-81.3178446,28.7588833
"10728",10730,"CERTIFIED","HBN MEDIA, INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",198266,2016,"MARIETTA, GEORGIA"," SOUTH",-84.5499327,33.952602
"10729",10731,"CERTIFIED","ADVENTIST HEALTH SYSTEM SUNBELT","NON-TECHNICAL","REGIONAL CHIEF MEDICAL INFORMATION OFFICER","Y",221541,2016,"ALTAMONTE SPRINGS, FLORIDA"," SOUTH",-81.3656242,28.6611089
"10730",10732,"CERTIFIED","CENTRAL OCEANS USA LLC","NON-TECHNICAL","PRESIDENT &AMP; CHIEF EXECUTIVE OFFICER","Y",187075,2016,"CHARLOTTESVILLE, VIRGINIA"," SOUTH",-78.4766781,38.0293059
"10731",10733,"CERTIFIED","MAP HEALTH MANAGEMENT , LLC","NON-TECHNICAL","CHIEF TECHNOLOGY OFFICER","Y",202634,2016,"MECHANICSBURG, PENNSYLVANIA"," NORTH EAST",-77.0085876,40.2142565
"10732",10734,"CERTIFIED","SANTA ROSA MEMORIAL HOSPITAL","NON-TECHNICAL","CHIEF MEDICAL INFORMATION OFFICER","Y",234457.6,2016,"SANTA ROSA, CALIFORNIA"," WEST",-122.7140548,38.440429
"10733",10735,"CERTIFIED","BENEFUEL INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"IRVING, TEXAS"," SOUTH",-96.9488945,32.8140177
"10734",10736,"CERTIFIED","RIVIAN AUTOMOTIVE LLC","NON-TECHNICAL","CHIEF STRATEGY OFFICER","Y",194875,2016,"LIVONIA, MICHIGAN"," MID WEST",-83.3527097,42.36837
"10735",10737,"CERTIFIED","UNIVERSITY AT ALBANY","NON-TECHNICAL","DIRECTOR","Y",75293,2016,"ALBANY, NEW YORK"," NORTH EAST",-73.7562317,42.6525793
"10736",10738,"CERTIFIED","ARICENT US INC.","NON-TECHNICAL","PRESIDENT, COMMUNICATIONS","Y",253448,2016,"NAPLES, FLORIDA"," SOUTH",-81.7948103,26.1420358
"10737",10739,"CERTIFIED","ALWAYS BELIEVE PLUS, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",106246.4,2016,"OAKLAND, CALIFORNIA"," WEST",-122.2711137,37.8043637
"10738",10740,"CERTIFIED","ZEETOGROUP, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER (CEO)","Y",246522,2016,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"10739",10741,"CERTIFIED","HARIBOO FOOD 2004 INC","NON-TECHNICAL","VP MARKETING (IMPORT/EXPORT","Y",159369.6,2016,"HIALEAH, FLORIDA"," SOUTH",-80.2781057,25.8575963
"10740",10742,"CERTIFIED","OAK STREET HEALTH MSO, LLC","NON-TECHNICAL","CHIEF INNOVATION OFFICER & SENIOR VP OF CLINICAL SYSTEMS","Y",178776,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10741",10743,"CERTIFIED","TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC","NON-TECHNICAL","VICE PRESIDENT","Y",103480,2016,"LANHAM, MARYLAND"," SOUTH",-76.8620327,38.9685112
"10742",10744,"CERTIFIED","FYBR LLC","NON-TECHNICAL","CHIEF TECHNOLOGY OFFICER","Y",151507,2016,"CHESTERFIELD, MISSOURI"," MID WEST",-90.5770675,38.6631083
"10743",10745,"CERTIFIED","TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC","NON-TECHNICAL","VICE PRESIDENT","Y",103480,2016,"LANHAM, MARYLAND"," SOUTH",-76.8620327,38.9685112
"10744",10746,"CERTIFIED","GREENLAM AMERICA, INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",159370,2016,"DORAL, FLORIDA"," SOUTH",-80.3553302,25.8195424
"10745",10747,"CERTIFIED","UNIVERSAL CITY STUDIOS PRODUCTION LLLP","NON-TECHNICAL","SENIOR DIRECTOR, RIDE AND SHOW","Y",178942,2016,"ORLANDO, FLORIDA"," SOUTH",-81.3792365,28.5383355
"10746",10748,"CERTIFIED","CLARKE CAPITAL PARTNERS LLC","NON-TECHNICAL","MANAGING DIRECTOR - TECHNOLOGY","Y",159370,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10747",10749,"CERTIFIED","RINA SYSTEMS, LLC","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",155958,2016,"CINCINNATI, OHIO"," MID WEST",-84.5120196,39.1031182
"10748",10750,"CERTIFIED","ZYKA FOODS INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",117998,2016,"CARSON, CALIFORNIA"," WEST",-118.281693,33.8316745
"10750",10752,"CERTIFIED","CALIFORNIA MASTERPLANT, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",85051,2016,"TRACY, CALIFORNIA"," WEST",-121.4252227,37.7396513
"10751",10753,"CERTIFIED","HARBAR LLC","NON-TECHNICAL","CFO & VP BUSINESS DEVELOPMENT","Y",254821,2016,"CANTON, MASSACHUSETTS"," NORTH EAST",-71.1447732,42.1584324
"10752",10754,"CERTIFIED","ARUZE GAMING AMERICA, INC.","NON-TECHNICAL","VICE PRESIDENT OF CORPORATE STRATEGY","Y",82514,2016,"LAS VEGAS, NEVADA"," WEST",-115.1398296,36.1699412
"10753",10755,"CERTIFIED","SD MANAGEMENT GROUP LLC","NON-TECHNICAL","CHIEF SUSTAINABILITY OFFICER","N",17264,2016,"CHARLOTTESVILLE, VIRGINIA"," SOUTH",-78.4766781,38.0293059
"10755",10757,"CERTIFIED","ASHLEY HOMESTORES, LTD.","NON-TECHNICAL","EXECUTIVE VICE PRESIDENT, BRAND DEVELOPMENT","Y",158038,2016,"BRANDON, FLORIDA"," SOUTH",-82.2859247,27.937801
"10756",10758,"CERTIFIED","BARFRESH, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",164050,2016,"BEVERLY HILLS, CALIFORNIA"," WEST",-118.4003563,34.0736204
"10757",10759,"CERTIFIED","ROBERTSON FOUNDATION","NON-TECHNICAL","PRESIDENT AND CHIEF EXECUTIVE OFFICER","Y",233418,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10758",10760,"CERTIFIED","KIS USA LLC","NON-TECHNICAL","VICE PRESIDENT","Y",163966,2016,"PEMBROKE PINES, FLORIDA"," SOUTH",-80.2962555,26.007765
"10759",10761,"CERTIFIED","ONMOBILE USA LLC","NON-TECHNICAL","SENIOR VP - GLOBAL CONTENT AND MULTI-MEDIA STRATEGY","Y",210122,2016,"SANTA MONICA, CALIFORNIA"," WEST",-118.4911912,34.0194543
"10760",10762,"CERTIFIED","BAKER & MCKENZIE PC","NON-TECHNICAL","PRINCIPAL (ATTORNEY) AND CHAIRMAN OF THE EXECUTIVE COMMITTEE","Y",226699,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10761",10763,"CERTIFIED","CORO INVESTMENTS, LP","NON-TECHNICAL","VICE PRESIDENT, USA OPERATIONS","Y",103480,2016,"RESTON, VIRGINIA"," SOUTH",-77.3570028,38.9586307
"10763",10765,"CERTIFIED","NEWLINK COMMUNICATIONS GROUP, LLC","NON-TECHNICAL","VICE PRESIDENT OF BUSINESS DEVELOPMENT","Y",113090,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10764",10766,"CERTIFIED","99TH AVENUE HOLDINGS LLC","NON-TECHNICAL","CHIEF EXECUTIVE OF FITNESS MANAGEMENT","Y",187200,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10765",10767,"CERTIFIED","ASTELLAS PHARMA US, INC.","NON-TECHNICAL","EXECUTIVE DIRECTOR, INTERNATIONAL BUSINESS","Y",226699,2016,"NORTHBROOK, ILLINOIS"," MID WEST",-87.8289548,42.1275267
"10766",10768,"CERTIFIED","STRYKER CORPORATION","NON-TECHNICAL","VP, GLOBAL IT GOVERNANCE & PERFORMANCE MEASUREMENT","Y",189862,2016,"KALAMAZOO, MICHIGAN"," MID WEST",-85.5872286,42.2917069
"10767",10769,"CERTIFIED","NORTHWELL HEALTH","NON-TECHNICAL","VP INTERNATIONAL BUSINESS DEVELOPMENT","Y",252429,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10768",10770,"CERTIFIED","HARIBO FOOD 2004 INC","NON-TECHNICAL","VP MARKETING (IMPORT/EXPORT)","Y",159369.6,2016,"HIALEAH, FLORIDA"," SOUTH",-80.2781057,25.8575963
"10769",10771,"CERTIFIED","UGAM SOLUTIONS SEZ PVT. LTD","NON-TECHNICAL","ASSISTANT VICE PRESIDENT","Y",102190,2016,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"10770",10772,"CERTIFIED","PREVEIL, LLC","NON-TECHNICAL","CHIEF TECHNICAL OFFICER","Y",155459.2,2016,"BERKELEY, CALIFORNIA"," WEST",-122.272747,37.8715926
"10771",10773,"CERTIFIED","AMERICAN PUBLIC TRANSPORTATION ASSOCIATION","NON-TECHNICAL","CHIEF OF STAFF","Y",195728,2016,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"10772",10774,"CERTIFIED","FARADAY&FUTURE INC","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",256173,2016,"GARDENA, CALIFORNIA"," WEST",-118.3089624,33.8883487
"10773",10775,"CERTIFIED","MILK SPECIALTIES GLOBAL","NON-TECHNICAL","VICE PRESIDENT, INTERNATIONAL SALES, HUMAN NUTRITION","Y",146300,2016,"EDEN PRAIRIE, MINNESOTA"," MID WEST",-93.470786,44.8546856
"10774",10776,"CERTIFIED","DIAMONDS DIRECT USA INC","NON-TECHNICAL","PRESIDENT/CEO","Y",187200,2016,"CHARLOTTE, NORTH CAROLINA","SOUTH",-80.8431267,35.2270869
"10775",10777,"CERTIFIED","NATURAL POWER AND ENERGY, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",213200,2016,"SCOTTSDALE, ARIZONA"," WEST",-111.9260519,33.4941704
"10776",10778,"CERTIFIED","PREVEIL, LLC","NON-TECHNICAL","CHIEF TECHNICAL OFFICER","Y",155459.2,2016,"BERKELEY, CALIFORNIA"," WEST",-122.272747,37.8715926
"10777",10779,"CERTIFIED","RIGHTSIDE OPERATING CO","NON-TECHNICAL","ELECTRICAL ENGINEER, CHIEF TECHNOLOGY OFFICER","Y",229133,2016,"KIRKLAND, WASHINGTON"," WEST",-122.2059833,47.6768927
"10778",10780,"CERTIFIED","ENGINE CONTROL SYSTEMS LIMITED","NON-TECHNICAL","VICE PRESIDENT OF RESEARCH AND ENGINEERING","Y",106933,2016,"OXNARD, CALIFORNIA"," WEST",-119.1770516,34.1975048
"10779",10781,"CERTIFIED","SHIRE PHARMACEUTICALS, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",254821,2016,"LEXINGTON, MASSACHUSETTS"," NORTH EAST",-71.2289641,42.4430372
"10782",10784,"CERTIFIED","ADVANCED PRACTICE STRATEGIES, INC.","NON-TECHNICAL","STRATEGIC ADVISOR TO THE CEO (CHIEF EXECUTIVE)","Y",164403,2016,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"10784",10786,"CERTIFIED","TMS PLUMBING AND HEATING CORP","NON-TECHNICAL","OPERATIONS DIRECTOR","Y",74276.8,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10785",10787,"CERTIFIED","CASTLE BRANCH, INC.","NON-TECHNICAL","PRESIDENT","Y",209539,2016,"WILMINGTON, NORTH CAROLINA","SOUTH",-77.9447102,34.2257255
"10786",10788,"CERTIFIED","LIGHT & STAR USA INC","NON-TECHNICAL","CHIEF FINANACIAL OFFICER","N",70000,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10787",10789,"CERTIFIED","THEODORE R & VIVIAN M JOHNSON SCHOLARSHIP FOUND","NON-TECHNICAL","PRESIDENT","Y",218629,2016,"WEST PALM BEACH, FLORIDA"," SOUTH",-80.0533746,26.7153424
"10788",10790,"CERTIFIED","ASCENTIUM CORPORATION","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER/CHIEF TECHNOLOGY OFFICER","Y",229133,2016,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"10789",10791,"CERTIFIED","HES MANAGEMENT AND SERVICES, LLC","NON-TECHNICAL","CFO CONSTRUCTION AND HOTEL MANAGEMENT","Y",205629,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10790",10792,"CERTIFIED","CALVARY DESIGN TEAM, INC.","NON-TECHNICAL","PRESIDENT","Y",212597,2016,"WEBSTER, NEW YORK"," NORTH EAST",-77.4299939,43.2122851
"10791",10793,"CERTIFIED","GLOBAL CONVERGENCE, INC.","NON-TECHNICAL","SENIOR VICE PRESIDENT OF GLOBAL SERVICE DELIVERY","Y",113693,2016,"OLDSMAR, FLORIDA"," SOUTH",-82.6650992,28.0341847
"10793",10795,"CERTIFIED","EXCLUSIVE RESORTS LLC","NON-TECHNICAL","FULL-TIME CHAIRMAN OF THE BOARD","Y",187200,2016,"DENVER, COLORADO"," WEST",-104.990251,39.7392358
"10795",10797,"CERTIFIED","UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)","NON-TECHNICAL","DIRECTOR, BIOLOGY AND SOFT MATTER DIVISION","Y",178859,2016,"OAK RIDGE, TENNESSEE"," SOUTH",-84.2696449,36.0103561
"10796",10798,"CERTIFIED","ACME INTERNATIONAL, LLC","NON-TECHNICAL","VICE PRESIDENT","Y",118061,2016,"SUNRISE, FLORIDA"," SOUTH",-80.256595,26.1669711
"10797",10799,"CERTIFIED","INTUIT INC.","NON-TECHNICAL","DIRECTOR CORPORATE STRATEGY","Y",187200,2016,"MOUNTAIN VIEW, CALIFORNIA"," WEST",-122.0838511,37.3860517
"10798",10800,"CERTIFIED","STEREN ELECTRONICS INTERNATIONAL LLC","NON-TECHNICAL","VICE PRESIDENT, FINANCE","Y",148824,2016,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"10799",10801,"CERTIFIED","PARKLOCO INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",119184,2016,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"10800",10802,"CERTIFIED","OCTAL CORPORATION","NON-TECHNICAL","PRESIDENT","Y",233418,2016,"TEANECK, NEW JERSEY"," NORTH EAST",-74.0116536,40.8932469
"10801",10803,"CERTIFIED","GLOBAL EXPERIENCE SPECIALISTS","NON-TECHNICAL","GENERAL MANAGER EXECUTIVE","Y",177528,2016,"LAS VEGAS, NEVADA"," WEST",-115.1398296,36.1699412
"10802",10804,"CERTIFIED","FOSS WATERWAY SEAPORT","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",89690,2016,"TACOMA, WASHINGTON"," WEST",-122.4442906,47.2528768
"10803",10805,"CERTIFIED","SIGMA-TAU PHARMACEUTICALS, INC.","NON-TECHNICAL","VICE PRESIDENT COMMERICAL OPERATIONS, PHARMACEUTICAL PRODUCT","Y",193170,2016,"GAITHERSBURG, MARYLAND"," SOUTH",-77.2013705,39.1434406
"10804",10806,"CERTIFIED","GASTON J GLOCK STYLE LP","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",102190.4,2016,"SMYRNA, GEORGIA"," SOUTH",-84.5143761,33.8839926
"10805",10807,"CERTIFIED","T-LIGO USA, LLC","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",136323.2,2016,"ORLANDO, FLORIDA"," SOUTH",-81.3792365,28.5383355
"10806",10808,"CERTIFIED","GETMYRX INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",159370,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10807",10809,"CERTIFIED","VIMTREK, LLC","NON-TECHNICAL","EXECUTIVE VICE PRESIDENTS, SALES","Y",102190,2016,"NORCROSS, GEORGIA"," SOUTH",-84.2135309,33.9412127
"10808",10810,"CERTIFIED","BIZINSURE LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",106246,2016,"OAKLAND, CALIFORNIA"," WEST",-122.2711137,37.8043637
"10809",10811,"CERTIFIED","MORRISON USA, LLC","NON-TECHNICAL","CHIEF BUSINESS DEVELOPING OFFICER","Y",113090,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10810",10812,"CERTIFIED","OKINAWA PREFECTURE DC OFFICE, INC.","NON-TECHNICAL","PRESIDENT","Y",103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"10811",10813,"CERTIFIED","LOS COMALES INC","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",90875,2016,"GREELEY, COLORADO"," WEST",-104.7091322,40.4233142
"10812",10814,"CERTIFIED","KENDALL HEALTHCARE PROPERTIES","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",113090,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
